Title,Values
Peak_Times,"6.7868474, 11.5429619, 0.0"
Peak_Infections,"6625.0, 4923.0, 0.0"
Total Infections,"758957173.0, 538904469.0, 0.0"
Total_Unique_Infections,"9886.0, 9728.0, 6877.0"
