Rate of Infection per day,Rate of Recovery per dat
0.09090909090909091,0.07142857142857142
0.09791997456691419,0.08419952931946291
0.08150304463724962,0.08027305272851884
0.07940559673373909,0.11377164497082208
0.066238878620585,0.12346796146422007
0.07103609590120641,0.13415719102828333
0.07036334793113572,0.09192407433147975
0.0711959778720805,0.09005608211209913
0.08093855151256839,0.086263936702193
