Title,Values
Start Time,"0.2255602, 10.0015088"
25% prevalence rate time,"12.2826559, -1.0"
50% prevalence rate time,"14.3223498, -1.0"
Peak_Times,"17.5016662, 10.0015088"
Peak_Infections,"6710.0, 1.0"
Total Infections,"79972835.0, 338.0"
Total Unique Infections,"9961, 1"
Total Unique Recoveries,"9962.0, 4455.0"
