Title,Values
Start Time,"1.4241854, 10.000916"
25% prevalence rate time,"12.5702405, 15.3330235"
50% prevalence rate time,"14.5299624, 16.3927062"
Peak_Times,"17.2520698, 18.9230856"
Peak_Infections,"6626.0, 7474.0"
Total Infections,"171404468.0, 138775474.0"
Total Unique Infections,"9911, 9829"
Total Unique Recoveries,"9956.0, 9990.0"
