Title,Values
Start Time,"0.4015168, 10.0001947"
25% prevalence rate time,"10.3666216, -1.0"
50% prevalence rate time,"12.3672578, -1.0"
Peak_Times,"15.3514884, 33.4767076"
Peak_Infections,"6733.0, 1806.0"
Total Infections,"94967281.0, 12848473.0"
Total Unique Infections,"9959, 4056"
Total Unique Recoveries,"9972.0, 9669.0"
