Title,Values
Start Time,"0.5563886, 10.0010551"
25% prevalence rate time,"11.8672554, 17.7814883"
50% prevalence rate time,"14.0151676, 19.3161634"
Peak_Times,"17.3495014, 22.1463499"
Peak_Infections,"6605.0, 6604.0"
Total Infections,"160250863.0, 103318223.0"
Total Unique Infections,"9894, 9332"
Total Unique Recoveries,"9951.0, 9971.0"
