Title,Values
Start Time,"1.1659288, 10.0022985"
25% prevalence rate time,"13.7218076, 18.6611381"
50% prevalence rate time,"15.7741775, 21.0421315"
Peak_Times,"18.8292765, 22.2683739"
Peak_Infections,"6650.0, 5267.0"
Total Infections,"135926249.0, 70873671.0"
Total Unique Infections,"9812, 8183"
Total Unique Recoveries,"9959.0, 9950.0"
