Title,Values
Start Time,"6.2135478, 10.030854"
25% prevalence rate time,"16.3467402, 21.6215845"
50% prevalence rate time,"18.3303056, 24.3029482"
Peak_Times,"21.2224924, 26.9076748"
Peak_Infections,"6616.0, 5508.0"
Total Infections,"151682750.0, 90205713.0"
Total Unique Infections,"9883, 8957"
Total Unique Recoveries,"9961.0, 9950.0"
