Title,Values
Start Time,"0.3655581, 10.0023019"
25% prevalence rate time,"14.0813129, -1.0"
50% prevalence rate time,"16.118684, -1.0"
Peak_Times,"19.3217912, 43.4984314"
Peak_Infections,"6754.0, 259.0"
Total Infections,"82529364.0, 1169405.0"
Total Unique Infections,"9947, 855"
Total Unique Recoveries,"9951.0, 9184.0"
