Title,Values
Start Time,"2.3848234, 10.0035544"
25% prevalence rate time,"13.6706041, 18.6200781"
50% prevalence rate time,"15.7355144, 19.8922545"
Peak_Times,"18.7291653, 22.233465"
Peak_Infections,"6627.0, 6544.0"
Total Infections,"156755058.0, 100627455.0"
Total Unique Infections,"9888, 9155"
Total Unique Recoveries,"9955.0, 9976.0"
