Title,Values
Start Time,"0.8887613, 10.0012801"
25% prevalence rate time,"12.2026238, 24.0353659"
50% prevalence rate time,"14.2287438, -1.0"
Peak_Times,"17.7808155, 28.4912661"
Peak_Infections,"6789.0, 3223.0"
Total Infections,"116452148.0, 35240340.0"
Total Unique Infections,"9919, 6378"
Total Unique Recoveries,"9969.0, 9851.0"
