Title,Values
Peak_Times,"7.2905699, 19.9697974, 0.0"
Peak_Infections,"6451.0, 1765.0, 0.0"
Total Infections,"552387976.0, 88798793.0, 0.0"
Total_Unique_Infections,"9934.0, 9213.0, 7157.0"
