Title,Values
Peak_Times,"7.2963572, 13.0344654, 24.6422184"
Peak_Infections,"6559.0, 3014.0, 881.0"
Total Infections,"629703921.0, 256015365.0, 35046445.0"
Total_Unique_Infections,"9942.0, 9642.0, 8867.0"
