Title,Values
Peak_Times,"10.088755, 16.3600412, 34.8512336"
Peak_Infections,"6686.0, 2847.0, 529.0"
Total Infections,"609792729.0, 235708210.0, 19020885.0"
Total_Unique_Infections,"9970.0, 9794.0, 8928.0"
