Start Time,End Time,Status
0.0,68.2542834,2.0
3.5545528,58.9372934,2.0
4.0272807,94.0478529,2.0
4.3194123,63.8965254,2.0
4.8373845,58.0285467,2.0
4.8891282,106.2090236,2.0
4.8898398,96.6557387,2.0
5.2113514,97.0799373,2.0
5.2411205,62.4886692,2.0
