Title,Values
Peak_Times,"9.2202588, 14.8472811, 12.0001186"
Peak_Infections,"6730.0, 4605.0, 1.0"
Total Infections,"700962479.0, 479713563.0, 7046.0"
Total_Unique_Infections,"9949.0, 9851.0, 6988.0"
