Title,Values
Start Time,"0.1219205, 10.0098829"
25% prevalence rate time,"17.4430549, 24.5470439"
50% prevalence rate time,"19.5056209, -1.0"
Peak_Times,"22.8385689, 29.7382311"
Peak_Infections,"6650.0, 4436.0"
Total Infections,"133653622.0, 63739069.0"
Total Unique Infections,"9875, 8005"
Total Unique Recoveries,"9956.0, 9890.0"
