Title,Values
Start Time,"0.32273, 8.3533213"
25% prevalence rate time,"14.6101857, 15.3365808"
50% prevalence rate time,"16.8851679, 16.7775534"
Peak_Times,"19.0444399, 19.0434781"
Peak_Infections,"5980.0, 6725.0"
Total Infections,"127847527.0, 126760072.0"
Total Unique Infections,"9514, 9541"
Total Unique Recoveries,"9946.0, 9977.0"
