Title,Values
Start Time,"0.6750379, 11.6667849"
25% prevalence rate time,"11.482073, 24.680559"
50% prevalence rate time,"13.6498285, -1.0"
Peak_Times,"16.6566121, 29.750042"
Peak_Infections,"6657.0, 4120.0"
Total Infections,"118332098.0, 46417637.0"
Total Unique Infections,"9928, 7147"
Total Unique Recoveries,"9957.0, 9888.0"
