Title,Values
Start Time,"0.0494547, 10.000332"
25% prevalence rate time,"9.7583332, 21.1679175"
50% prevalence rate time,"11.7346424, -1.0"
Peak_Times,"15.2918984, 25.3853884"
Peak_Infections,"6726.0, 4374.0"
Total Infections,"124613512.0, 50644982.0"
Total Unique Infections,"9938, 7303"
Total Unique Recoveries,"9972.0, 9873.0"
