Title,Values
Start Time,"0.009539, 5.179182"
25% prevalence rate time,"12.6125839, 10.7757283"
50% prevalence rate time,"15.4745895, 11.8254511"
Peak_Times,"17.2942792, 14.3504979"
Peak_Infections,"5357.0, 7331.0"
Total Infections,"97102695.0, 150457228.0"
Total Unique Infections,"9020, 9821"
Total Unique Recoveries,"9929.0, 9982.0"
