Title,Values
Start Time,"0.1351793, 5.0222698"
25% prevalence rate time,"12.1820444, 16.967157"
50% prevalence rate time,"14.2914096, 19.744161"
Peak_Times,"17.0633393, 21.3392821"
Peak_Infections,"6511.0, 5385.0"
Total Infections,"140894729.0, 82018987.0"
Total Unique Infections,"9821, 8603"
Total Unique Recoveries,"9956.0, 9926.0"
