Title,Values
Start Time,"0.2311746, 5.0302171"
25% prevalence rate time,"13.0559283, 22.7332417"
50% prevalence rate time,"15.0484078, -1.0"
Peak_Times,"18.1951495, 27.9812342"
Peak_Infections,"6692.0, 3864.0"
Total Infections,"126756096.0, 51454417.0"
Total Unique Infections,"9928, 7503"
Total Unique Recoveries,"9969.0, 9846.0"
