Title,Values
Start Time,"0.2060938, 6.6838288"
25% prevalence rate time,"12.6670556, 21.319779"
50% prevalence rate time,"14.7579015, -1.0"
Peak_Times,"18.0991934, 26.1772907"
Peak_Infections,"6615.0, 4116.0"
Total Infections,"128876991.0, 57023108.0"
Total Unique Infections,"9908, 7724"
Total Unique Recoveries,"9964.0, 9863.0"
