Title,Values
Start Time,"0.100313, 11.6668919"
25% prevalence rate time,"10.6097165, -1.0"
50% prevalence rate time,"12.6935479, -1.0"
Peak_Times,"16.1036315, 11.6668919"
Peak_Infections,"6705.0, 1.0"
Total Infections,"79939989.0, 2749.0"
Total Unique Infections,"9967, 1"
Total Unique Recoveries,"9967.0, 4908.0"
