Title,Values
Start Time,"0.9480292, 2.6989873"
25% prevalence rate time,"15.080883, -1.0"
50% prevalence rate time,"17.191225, -1.0"
Peak_Times,"20.6691603, 2.6989873"
Peak_Infections,"6683.0, 1.0"
Total Infections,"79487487.0, 4.0"
Total Unique Infections,"9953, 1"
Total Unique Recoveries,"9953.0, 4983.0"
