Title,Values
Start Time,"0.1453967, 3.3665998"
25% prevalence rate time,"12.8368743, 9.6684211"
50% prevalence rate time,"16.2739222, 10.7748926"
Peak_Times,"17.4147288, 13.165477"
Peak_Infections,"5169.0, 7520.0"
Total Infections,"85329463.0, 153493778.0"
Total Unique Infections,"8691, 9896"
Total Unique Recoveries,"9919.0, 9987.0"
