Title,Values
Start Time,"0.0708917, 1.6805083"
25% prevalence rate time,"11.7489869, 11.8634332"
50% prevalence rate time,"14.0815595, 13.0520155"
Peak_Times,"16.1732746, 15.0813232"
Peak_Infections,"5826.0, 7078.0"
Total Infections,"120771165.0, 135649849.0"
Total Unique Infections,"9390, 9644"
Total Unique Recoveries,"9936.0, 9979.0"
