Title,Values
Start Time,"1.113386, 8.3381993"
25% prevalence rate time,"11.7680579, 20.8877098"
50% prevalence rate time,"13.8478133, -1.0"
Peak_Times,"17.2246021, 25.2599551"
Peak_Infections,"6610.0, 4436.0"
Total Infections,"131086900.0, 57411532.0"
Total Unique Infections,"9928, 7750"
Total Unique Recoveries,"9963.0, 9886.0"
