Title,Values
Start Time,"0.1188478, 1.9877291"
25% prevalence rate time,"14.7552071, 20.1844345"
50% prevalence rate time,"16.8764444, -1.0"
Peak_Times,"19.6109149, 24.798239"
Peak_Infections,"6583.0, 4678.0"
Total Infections,"137136123.0, 72855054.0"
Total Unique Infections,"9857, 8319"
Total Unique Recoveries,"9967.0, 9904.0"
