Title,Values
Start Time,"0.4403409, 5.0197854"
25% prevalence rate time,"12.3887058, 11.0610342"
50% prevalence rate time,"15.1475595, 11.9372929"
Peak_Times,"16.8643961, 13.9311805"
Peak_Infections,"5383.0, 7656.0"
Total Infections,"100070050.0, 151527797.0"
Total Unique Infections,"9041, 9838"
Total Unique Recoveries,"9924.0, 9989.0"
