Title,Values
Start Time,"1.6662173, 2.4704666"
25% prevalence rate time,"13.7373838, 19.5733277"
50% prevalence rate time,"15.8830388, -1.0"
Peak_Times,"19.0091802, 24.8978784"
Peak_Infections,"6502.0, 4361.0"
Total Infections,"132812835.0, 67767653.0"
Total Unique Infections,"9843, 8112"
Total Unique Recoveries,"9958.0, 9833.0"
