Title,Values
Start Time,"0.2970649, 3.4419744"
25% prevalence rate time,"12.6286553, 14.9722352"
50% prevalence rate time,"14.8012838, 17.0703115"
Peak_Times,"17.5247142, 19.0358921"
Peak_Infections,"6275.0, 5917.0"
Total Infections,"137597574.0, 103892017.0"
Total Unique Infections,"9700, 9115"
Total Unique Recoveries,"9961.0, 9946.0"
