Title,Values
Peak_Times,"11.52289, 16.1869469, 24.3173863"
Peak_Infections,"6705.0, 3497.0, 2425.0"
Total Infections,"671671232.0, 367303866.0, 188094233.0"
Total_Unique_Infections,"9952.0, 9859.0, 9581.0"
