Rate of Infection per day,Rate of Recovery per dat
0.09523809523809523,0.07142857142857142
0.08390019430200522,0.06290481119388677
0.08315633106886362,0.06407499648087919
0.08304898812674062,0.06295782917097895
0.08028206587747563,0.06751691457729155
0.08272178470873613,0.06855984488021104
0.06781792908107756,0.06637277441882176
0.07079936309695771,0.059309464554049146
0.08181706490570514,0.05773809566091869
