Title,Values
Start Time,"1.9958095, 5.0975675"
25% prevalence rate time,"20.1014861, 15.0886335"
50% prevalence rate time,"23.7203782, 16.9943439"
Peak_Times,"24.9993831, 19.764011"
Peak_Infections,"5119.0, 6709.0"
Total Infections,"81138689.0, 145532190.0"
Total Unique Infections,"8630, 9872"
Total Unique Recoveries,"9912.0, 9968.0"
