Title,Values
Start Time,"0.9352831, 5.2896649"
25% prevalence rate time,"12.9183013, 19.6262171"
50% prevalence rate time,"14.988398, -1.0"
Peak_Times,"18.4807548, 25.1808001"
Peak_Infections,"6685.0, 4826.0"
Total Infections,"144799636.0, 78155623.0"
Total Unique Infections,"9909, 8674"
Total Unique Recoveries,"9973.0, 9885.0"
