Title,Values
Start Time,"0.9034616, 5.0032624"
25% prevalence rate time,"10.8356487, -1.0"
50% prevalence rate time,"12.8810088, -1.0"
Peak_Times,"16.5225159, 23.5074855"
Peak_Infections,"6603.0, 1787.0"
Total Infections,"100066531.0, 17871610.0"
Total Unique Infections,"9874, 4284"
Total Unique Recoveries,"9956.0, 9956.0"
