Title,Values
Start Time,"0.679766, 5.0131822"
25% prevalence rate time,"12.4826477, 10.725096"
50% prevalence rate time,"14.9598989, 11.5792486"
Peak_Times,"18.0010293, 13.8700152"
Peak_Infections,"6066.0, 7892.0"
Total Infections,"117723746.0, 174591797.0"
Total Unique Infections,"9566, 9927"
Total Unique Recoveries,"9945.0, 9996.0"
