Title,Values
Start Time,"0.0981639, 5.0003572"
25% prevalence rate time,"10.7631741, 19.7445805"
50% prevalence rate time,"12.823613, -1.0"
Peak_Times,"16.0942185, 25.851613"
Peak_Infections,"6558.0, 4621.0"
Total Infections,"137318599.0, 68687103.0"
Total Unique Infections,"9921, 8390"
Total Unique Recoveries,"9960.0, 9869.0"
