Title,Values
Start Time,"0.228533, 5.0049737"
25% prevalence rate time,"10.4457889, -1.0"
50% prevalence rate time,"12.3971548, -1.0"
Peak_Times,"15.7144785, 5.0049737"
Peak_Infections,"6852.0, 1.0"
Total Infections,"80403577.0, 78.0"
Total Unique Infections,"9957, 1"
Total Unique Recoveries,"9957.0, 1.0"
