Title,Values
Start Time,"0.5090899, 5.0443031"
25% prevalence rate time,"12.0796199, -1.0"
50% prevalence rate time,"14.1315994, -1.0"
Peak_Times,"17.6260786, 5.0443031"
Peak_Infections,"6712.0, 1.0"
Total Infections,"79719122.0, 45.0"
Total Unique Infections,"9969, 1"
Total Unique Recoveries,"9970.0, 9970.0"
