Title,Values
Peak_Times,"6.7479645, 12.6981809, 0.0"
Peak_Infections,"6649.0, 3136.0, 0.0"
Total Infections,"635495626.0, 243002110.0, 0.0"
Total_Unique_Infections,"9916.0, 9590.0, 6471.0"
