Title,Values
Peak_Times,"9.8270217, 16.5534184, 12.0006371"
Peak_Infections,"6680.0, 2832.0, 1.0"
Total Infections,"603339954.0, 221234690.0, 11756.0"
Total_Unique_Infections,"9921.0, 9658.0, 6448.0"
