Title,Values
Peak_Times,"6.1635689, 10.7927659, 0.0"
Peak_Infections,"6642.0, 4901.0, 0.0"
Total Infections,"766497277.0, 537271191.0, 0.0"
Total_Unique_Infections,"9909.0, 9713.0, 7920.0"
