Title,Values
Peak_Times,"6.6158204, 16.6069457, 18.3957438"
Peak_Infections,"6464.0, 4081.0, 2.0"
Total Infections,"611494785.0, 325716218.0, 39884.0"
Total_Unique_Infections,"9924.0, 9630.0, 7930.0"
