Title,Values
Peak_Times,"8.44502, 6.0001052, 0.0"
Peak_Infections,"6667.0, 1.0, 0.0"
Total Infections,"519023374.0, 1897.0, 0.0"
Total_Unique_Infections,"9893.0, 3447.0, 6382.0"
