Title,Values
Peak_Times,"8.2654252, 19.4249037, 18.0000253"
Peak_Infections,"6767.0, 4103.0, 1.0"
Total Infections,"626573960.0, 329053029.0, 4647.0"
Total_Unique_Infections,"9972.0, 9822.0, 7901.0"
