Title,Values
Start Time,"0.0857564, 10.0026243"
25% prevalence rate time,"11.0213318, 15.5018263"
50% prevalence rate time,"13.0856303, 16.5487665"
Peak_Times,"16.1251341, 18.001034"
Peak_Infections,"6565.0, 6277.0"
Total Infections,"140882753.0, 81956562.0"
Total Unique Infections,"9793, 8596"
Total Unique Recoveries,"9966.0, 9986.0"
