Title,Values
Start Time,"0.4838232, 10.000249"
25% prevalence rate time,"11.0690194, -1.0"
50% prevalence rate time,"13.0613709, -1.0"
Peak_Times,"16.2721778, 10.000249"
Peak_Infections,"6814.0, 1.0"
Total Infections,"80749785.0, 2167.0"
Total Unique Infections,"9959, 1"
Total Unique Recoveries,"9959.0, 3292.0"
