Title,Values
Start Time,"0.4361611, 10.0041251"
25% prevalence rate time,"13.4215122, -1.0"
50% prevalence rate time,"15.5315161, -1.0"
Peak_Times,"18.7575131, 48.6317926"
Peak_Infections,"6733.0, 2210.0"
Total Infections,"91327706.0, 17113561.0"
Total Unique Infections,"9952, 5010"
Total Unique Recoveries,"9972.0, 9619.0"
