Title,Values
Start Time,"2.0864149, 10.0022638"
25% prevalence rate time,"13.7034145, 14.4847033"
50% prevalence rate time,"16.0326633, 15.2325789"
Peak_Times,"18.1891806, 17.1061216"
Peak_Infections,"6084.0, 7817.0"
Total Infections,"136836920.0, 149112788.0"
Total Unique Infections,"9634, 9761"
Total Unique Recoveries,"9944.0, 9990.0"
