Title,Values
Start Time,"1.0621966, 10.0017538"
25% prevalence rate time,"12.956616, 18.4416795"
50% prevalence rate time,"14.9614943, 19.8594079"
Peak_Times,"18.3715696, 22.5101837"
Peak_Infections,"6637.0, 7319.0"
Total Infections,"176744107.0, 128328706.0"
Total Unique Infections,"9956, 9976"
Total Unique Recoveries,"9956.0, 9976.0"
