Title,Values
Start Time,"0.7908743, 10.000236"
25% prevalence rate time,"12.3831429, 16.7771106"
50% prevalence rate time,"14.3570688, 18.289534"
Peak_Times,"17.1858916, 19.5285798"
Peak_Infections,"6561.0, 5651.0"
Total Infections,"133242202.0, 71802192.0"
Total Unique Infections,"9731, 8255"
Total Unique Recoveries,"9971.0, 9977.0"
