Title,Values
Start Time,"0.7018869, 10.0038652"
25% prevalence rate time,"12.6539808, 22.9078959"
50% prevalence rate time,"14.7311637, -1.0"
Peak_Times,"18.123681, 28.7911326"
Peak_Infections,"6613.0, 4696.0"
Total Infections,"134591183.0, 66239667.0"
Total Unique Infections,"9938, 8335"
Total Unique Recoveries,"9962.0, 9888.0"
