Title,Values
Start Time,"0.4349414, 10.0003812"
25% prevalence rate time,"12.5375416, 25.7342974"
50% prevalence rate time,"14.5963345, 28.0587012"
Peak_Times,"18.171274, 31.238361"
Peak_Infections,"6785.0, 6477.0"
Total Infections,"142960825.0, 99402789.0"
Total Unique Infections,"9962, 9943"
Total Unique Recoveries,"9962.0, 9943.0"
