Title,Values
Start Time,"1.223339, 10.0011336"
25% prevalence rate time,"13.0079874, 27.624631"
50% prevalence rate time,"15.0965557, -1.0"
Peak_Times,"18.3964286, 28.5240209"
Peak_Infections,"6674.0, 2596.0"
Total Infections,"107763222.0, 24936814.0"
Total Unique Infections,"9930, 5432"
Total Unique Recoveries,"9966.0, 9804.0"
