Title,Values
Peak_Times,"8.9913925, 15.0788963, 18.8051666"
Peak_Infections,"6692.0, 2943.0, 3565.0"
Total Infections,"674612832.0, 341945678.0, 358228092.0"
Total_Unique_Infections,"9972.0, 9830.0, 9784.0"
