Title,Values
Peak_Times,"6.6073128, 17.8420004, 28.3501866"
Peak_Infections,"6626.0, 2053.0, 2374.0"
Total Infections,"596014819.0, 142181952.0, 127965844.0"
Total_Unique_Infections,"9955.0, 9613.0, 9247.0"
