Title,Values
Peak_Times,"7.1256453, 13.5586542, 21.7867691"
Peak_Infections,"6562.0, 2728.0, 2491.0"
Total Infections,"637758431.0, 241798116.0, 155970208.0"
Total_Unique_Infections,"9942.0, 9717.0, 9237.0"
