Title,Values
Peak_Times,"9.7329549, 11.4610323, 17.8044479"
Peak_Infections,"6483.0, 5630.0, 941.0"
Total Infections,"808358506.0, 734104425.0, 102268218.0"
Total_Unique_Infections,"9935.0, 9895.0, 9316.0"
