Title,Values
Peak_Times,"8.0923365, 11.8772074, 18.3015115"
Peak_Infections,"6684.0, 3650.0, 1127.0"
Total Infections,"645746016.0, 364600223.0, 93436221.0"
Total_Unique_Infections,"9944.0, 9826.0, 9257.0"
