Title,Values
Peak_Times,"8.0994222, 31.6706271, 0.0"
Peak_Infections,"6735.0, 1088.0, 0.0"
Total Infections,"541885660.0, 38049789.0, 0.0"
Total_Unique_Infections,"9972.0, 9189.0, 6736.0"
