Title,Values
Start Time,"7.0313767, 7.0986337"
25% prevalence rate time,"24.0230456, 13.4586711"
50% prevalence rate time,"-1.0, 14.1325207"
Peak_Times,"26.8275872, 16.0522525"
Peak_Infections,"2817.0, 8198.0"
Total Infections,"28796277.0, 125143199.0"
Total Unique Infections,"5845, 9975"
Total Unique Recoveries,"9807.0, 9990.0"
